,filename,caption,score,creation_time,unix_time,latitude,longitude
0,SNAP0002.JPG,a close up of a clock on a building,0.000141,2017-04-06 11:18:04,1491477484.0,33.9424627636,-118.40734975
1,SNAP0003.JPG,a man in a car looking at his cell phone .,0.000131,2017-04-06 11:18:34,1491477514.0,33.942481458,-118.407119418
2,SNAP0004.JPG,a person is holding a pair of scissors .,0.000465,2017-04-06 11:19:04,1491477544.0,33.9425721868,-118.406319083
3,SNAP0005.JPG,a tall building with a clock on it,0.000107,2017-04-06 11:19:34,1491477574.0,33.9425960814,-118.406244404
4,SNAP0006.JPG,an image of a person that is in the air,2.5e-05,2017-04-06 11:20:04,1491477604.0,33.9427639976,-118.404514154
5,SNAP0007.JPG,an image of a person that is in the air,2.6e-05,2017-04-06 11:20:34,1491477634.0,33.9429220988,-118.403110057
6,SNAP0008.JPG,a view of a building with a clock on it .,2.4e-05,2017-04-06 11:21:04,1491477664.0,33.9430683344,-118.401407058
7,SNAP0009.JPG,a view of a building with a clock on it .,1.2e-05,2017-04-06 11:21:34,1491477694.0,33.9431228394,-118.40074322
8,SNAP0010.JPG,a close up of a person holding a cell phone,0.000696,2017-04-06 11:22:04,1491477724.0,33.943773439,-118.395463871
9,SNAP0011.JPG,a close up of a person using a pair of scissors,4.7e-05,2017-04-06 11:22:34,1491477754.0,33.9454048162,-118.390603933
10,SNAP0012.JPG,a view of a window from a car window .,1.9e-05,2017-04-06 11:23:04,1491477784.0,33.9453914466,-118.39039602
11,SNAP0013.JPG,a woman talking on a cell phone in a car .,0.000364,2017-04-06 11:23:34,1491477814.0,33.9453722886,-118.385720851
12,SNAP0014.JPG,a man is sitting on a bus looking out the window .,8e-06,2017-04-06 11:24:04,1491477844.0,33.9453484682,-118.381205663
13,SNAP0015.JPG,a person sitting on a couch with a laptop .,0.000405,2017-04-06 11:24:34,1491477874.0,33.9453507068,-118.380334448
14,SNAP0016.JPG,a man taking a picture of himself in a mirror .,0.00243,2017-04-06 11:25:04,1491477904.0,33.9453870846,-118.379707969
15,SNAP0017.JPG,a man sitting in front of a laptop computer .,0.001643,2017-04-06 11:25:34,1491477934.0,33.945314024,-118.37763908
16,SNAP0018.JPG,a person holding a cell phone in their hand .,0.001123,2017-04-06 11:26:04,1491477964.0,33.9452742932,-118.375187711
17,SNAP0019.JPG,a person taking a picture of themselves in a mirror .,0.000387,2017-04-06 11:26:34,1491477994.0,33.9452153314,-118.374251303
18,SNAP0020.JPG,a man taking a picture of himself in a mirror .,0.002075,2017-04-06 11:27:04,1491478024.0,33.9453599196,-118.370234319
19,SNAP0021.JPG,a man sitting in a car talking on a cell phone .,0.000421,2017-04-06 11:27:34,1491478054.0,33.9452475546,-118.370417789
20,SNAP0022.JPG,a woman sitting in a car looking at her cell phone .,0.00011,2017-04-06 11:28:04,1491478084.0,33.9454219398,-118.369100624
21,SNAP0023.JPG,a woman sitting in a car with a dog .,0.000128,2017-04-06 11:28:34,1491478114.0,33.944509893,-118.367627712
22,SNAP0024.JPG,a woman sitting in a car looking at a cell phone .,7.2e-05,2017-04-06 11:29:04,1491478144.0,33.949943907,-118.368138207
23,SNAP0025.JPG,a woman sitting in a car looking at her cell phone .,0.000109,2017-04-06 11:29:34,1491478174.0,33.956327785,-118.369092177
24,SNAP0026.JPG,a person is taking a picture of a dog in a mirror .,1.7e-05,2017-04-06 11:30:04,1491478204.0,33.963563828,-118.369281253
25,SNAP0027.JPG,a man taking a picture of himself brushing his teeth .,0.002648,2017-04-06 11:30:34,1491478234.0,33.969326305,-118.370113205
26,SNAP0028.JPG,a man is taking a picture of himself in the mirror .,0.000548,2017-04-06 11:31:04,1491478264.0,33.972035685,-118.370139516
27,SNAP0029.JPG,a person sitting on a couch with a laptop .,9.3e-05,2017-04-06 11:31:34,1491478294.0,33.975375978,-118.370141463
28,SNAP0030.JPG,a person sitting on a couch with a laptop .,0.000201,2017-04-06 11:32:04,1491478324.0,33.975550598,-118.370136514
29,SNAP0031.JPG,a cat sitting in the window of a car .,0.001061,2017-04-06 11:32:34,1491478354.0,33.975754383,-118.370125662
30,SNAP0032.JPG,"a view of a car ""s"" side mirror and a car .",2e-06,2017-04-06 11:33:04,1491478384.0,33.978291261,-118.370173112
31,SNAP0033.JPG,a dog sitting in the back seat of a car .,0.000353,2017-04-06 11:33:34,1491478414.0,33.983474491,-118.370464566
32,SNAP0034.JPG,a cat sitting on a window sill looking out the window .,0.000462,2017-04-06 11:34:04,1491478444.0,33.98918771,-118.369740525
33,SNAP0035.JPG,a woman sitting on a couch looking at her cell phone .,0.000184,2017-04-06 11:34:34,1491478474.0,33.993677915,-118.368647257
34,SNAP0036.JPG,a woman standing in front of a bathroom mirror .,0.000438,2017-04-06 11:35:04,1491478504.0,33.995137887,-118.368867629
35,SNAP0037.JPG,a woman taking a picture of herself in the mirror .,0.003534,2017-04-06 11:35:34,1491478534.0,33.99586092,-118.368995055
36,SNAP0038.JPG,a close up of a mirror on a wall,0.000138,2017-04-06 11:36:04,1491478564.0,33.997652459,-118.369317536
37,SNAP0039.JPG,a woman taking a picture of herself in a mirror .,0.001793,2017-04-06 11:36:34,1491478594.0,33.997674238,-118.369313155
38,SNAP0040.JPG,a white toilet sitting in a bathroom next to a window .,8.3e-05,2017-04-06 11:37:04,1491478624.0,33.9980222588,-118.369496399
39,SNAP0041.JPG,a view of a bathroom from the window .,1.4e-05,2017-04-06 11:37:34,1491478654.0,34.0037177898,-118.372727761
40,SNAP0042.JPG,a woman sitting in a car looking at a cell phone .,0.000107,2017-04-06 11:38:04,1491478684.0,34.0111517766,-118.372999257
41,SNAP0043.JPG,a man taking a picture of himself in a mirror .,0.001243,2017-04-06 11:38:34,1491478714.0,34.0182603074,-118.372786752
42,SNAP0044.JPG,a man taking a picture of himself in a mirror .,0.001843,2017-04-06 11:39:04,1491478744.0,34.0231800672,-118.372145514
43,SNAP0045.JPG,a woman is taking a picture of herself in the mirror .,0.000354,2017-04-06 11:39:34,1491478774.0,34.0254065468,-118.372006993
44,SNAP0046.JPG,a person holding a cell phone in their hand .,0.000983,2017-04-06 11:40:04,1491478804.0,34.02551664,-118.372020104
45,SNAP0047.JPG,a man sitting in a car looking out a window .,9.3e-05,2017-04-06 11:40:34,1491478834.0,34.02574584,-118.372046288
46,SNAP0048.JPG,a woman sitting in a car looking out a window .,4e-05,2017-04-06 11:41:04,1491478864.0,34.0289541544,-118.371852652
47,SNAP0049.JPG,a person sitting on a couch with a laptop .,7.3e-05,2017-04-06 11:41:34,1491478894.0,34.0329061012,-118.370504953
48,SNAP0050.JPG,a woman taking a picture of herself in a mirror .,0.002654,2017-04-06 11:42:04,1491478924.0,34.0354509066,-118.36938531
49,SNAP0051.JPG,a woman is brushing her teeth in a bathroom .,0.000832,2017-04-06 11:42:34,1491478954.0,34.0383305252,-118.368754528
50,SNAP0052.JPG,a woman sitting on a couch with a laptop .,5.9e-05,2017-04-06 11:43:04,1491478984.0,34.0389140124,-118.369074155
51,SNAP0053.JPG,a woman taking a picture of herself in the mirror .,0.002492,2017-04-06 11:43:34,1491479014.0,34.03895086,-118.369103275
52,SNAP0054.JPG,a woman taking a picture of herself in a mirror .,0.001502,2017-04-06 11:44:04,1491479044.0,34.0413568718,-118.369866658
53,SNAP0055.JPG,a woman sitting in a chair looking at her phone .,5.7e-05,2017-04-06 11:44:34,1491479074.0,34.0443984394,-118.368599903
54,SNAP0056.JPG,a woman taking a picture of herself in a mirror .,0.002467,2017-04-06 11:45:04,1491479104.0,34.045228509,-118.36827956
55,SNAP0057.JPG,a woman sitting in a car with a dog .,4.2e-05,2017-04-06 11:45:34,1491479134.0,34.0468238746,-118.367757785
56,SNAP0058.JPG,a woman taking a picture of herself in a mirror .,0.002539,2017-04-06 11:46:04,1491479164.0,34.0502632426,-118.366795365
57,SNAP0059.JPG,a woman sitting on a couch in a room .,0.000113,2017-04-06 11:46:34,1491479194.0,34.0527056818,-118.366353712
58,SNAP0060.JPG,a woman is taking a picture of herself in the mirror .,0.00086,2017-04-06 11:47:04,1491479224.0,34.0534467858,-118.366005681
59,SNAP0061.JPG,a person is taking a picture of themselves in a mirror .,7.4e-05,2017-04-06 11:47:34,1491479254.0,34.0538937522,-118.365807091
60,SNAP0062.JPG,a person holding a cell phone in their hand .,0.000281,2017-04-06 11:48:04,1491479284.0,34.054890677,-118.36534029
61,SNAP0063.JPG,a woman taking a picture of herself in a mirror .,0.00181,2017-04-06 11:48:34,1491479314.0,34.0548921158,-118.365334571
62,SNAP0064.JPG,a woman sitting in a car talking on a cell phone .,0.000247,2017-04-06 11:49:04,1491479344.0,34.05533803,-118.365096365
63,SNAP0065.JPG,a view of a window from a window .,4e-06,2017-04-06 11:49:34,1491479374.0,34.0560514762,-118.36479067
64,SNAP0066.JPG,a dog laying on a bed in a room .,9.3e-05,2017-04-06 11:50:04,1491479404.0,34.0564010798,-118.364594743
65,SNAP0067.JPG,a woman in a car taking a picture of herself in the mirror .,7.9e-05,2017-04-06 11:50:34,1491479434.0,34.0574356436,-118.364119412
66,SNAP0068.JPG,a woman sitting on a bed looking at a laptop .,9e-05,2017-04-06 11:51:04,1491479464.0,34.0578024394,-118.363987906
67,SNAP0069.JPG,a person is taking a picture in a mirror .,0.000119,2017-04-06 11:51:34,1491479494.0,34.057855281,-118.363976047
68,SNAP0070.JPG,a woman taking a picture of herself in the mirror .,0.006644,2017-04-06 11:52:04,1491479524.0,34.0590638968,-118.363352233
69,SNAP0071.JPG,a man taking a picture of himself in a mirror .,0.000762,2017-04-06 11:52:34,1491479554.0,34.0608375568,-118.362434121
70,SNAP0072.JPG,a dog is sitting in the back seat of a car .,0.000235,2017-04-06 11:53:04,1491479584.0,34.062065238,-118.361759294
71,SNAP0073.JPG,a person holding a cell phone in their hand .,0.001231,2017-04-06 11:53:34,1491479614.0,34.0629537402,-118.361215823
72,SNAP0074.JPG,a close up of a person on a jet,1e-05,2017-04-06 11:54:04,1491479644.0,34.0626641808,-118.358851519
73,SNAP0075.JPG,a city street with a traffic light on it .,3e-05,2017-04-06 11:54:34,1491479674.0,34.062849857,-118.358962558
74,SNAP0076.JPG,a person standing on a train platform with a train in the background .,3e-06,2017-04-06 11:55:04,1491479704.0,34.0631203718,-118.359173253
75,SNAP0077.JPG,a man is standing in front of a mirror,0.000172,2017-04-06 11:55:34,1491479734.0,34.063074923,-118.35926513
76,SNAP0078.JPG,a window with a reflection of a window in it .,9e-06,2017-04-06 11:56:04,1491479764.0,34.0630432742,-118.35921918
77,SNAP0079.JPG,a plane flying over a city with a building in the background .,2e-06,2017-04-06 11:56:34,1491479794.0,34.063089126,-118.359209821
78,SNAP0080.JPG,a view of a building with a large window .,2e-06,2017-04-06 11:57:04,1491479824.0,34.0631094264,-118.359281616
79,SNAP0081.JPG,a person is holding a piece of food,2.9e-05,2017-04-06 11:57:34,1491479854.0,34.0631025174,-118.359318056
80,SNAP0082.JPG,a man taking a picture of himself in a mirror .,0.002365,2017-04-06 11:58:04,1491479884.0,34.063211782,-118.359245709
81,SNAP0083.JPG,a view of a building with a large window .,1e-06,2017-04-06 11:58:34,1491479914.0,34.063116699,-118.35922268
82,SNAP0084.JPG,a view of a building from a window .,1.6e-05,2017-04-06 11:59:04,1491479944.0,34.0631776056,-118.359242113
83,SNAP0085.JPG,a window with a reflection of a building in the background,8e-06,2017-04-06 11:59:34,1491479974.0,34.0633006838,-118.359268999
84,SNAP0086.JPG,a person holding a cell phone in their hand .,0.000703,2017-04-06 12:00:04,1491480004.0,34.0632962448,-118.359199912
85,SNAP0087.JPG,a view of a building from the window .,8e-06,2017-04-06 12:00:34,1491480034.0,34.0633220566,-118.359267461
86,SNAP0088.JPG,an airplane flying over a city with a building in the background .,5e-06,2017-04-06 12:01:04,1491480064.0,34.0632974782,-118.359358701
87,SNAP0089.JPG,a reflection of a person taking a picture in a mirror,0.000185,2017-04-06 12:01:34,1491480094.0,34.0633849448,-118.359248257
88,SNAP0090.JPG,a view of a building from the window .,1.3e-05,2017-04-06 12:02:04,1491480124.0,34.063171028,-118.359169008
89,SNAP0091.JPG,a man is standing in front of a window,1.6e-05,2017-04-06 12:02:34,1491480154.0,34.0630614772,-118.359254938
90,SNAP0092.JPG,a man standing on a skateboard in a garage .,7.8e-05,2017-04-06 12:03:04,1491480184.0,34.0631150362,-118.359360616
91,SNAP0093.JPG,a view of a building from a window .,1.8e-05,2017-04-06 12:03:34,1491480214.0,34.0631602958,-118.359481177
92,SNAP0094.JPG,a room with a table and a window,1e-06,2017-04-06 12:04:04,1491480244.0,34.0633540008,-118.359558931
93,SNAP0095.JPG,a woman standing in front of a window talking on a cell phone .,0.000235,2017-04-06 12:04:34,1491480274.0,34.063459859,-118.359756772
94,SNAP0096.JPG,a man is standing in front of a window,0.000126,2017-04-06 12:05:04,1491480304.0,34.063511889,-118.359899214
95,SNAP0097.JPG,a man sitting on a bench in front of a window .,4.9e-05,2017-04-06 12:05:34,1491480334.0,34.063535696,-118.35989864
96,SNAP0098.JPG,a man is talking on a cell phone .,0.001141,2017-04-06 12:06:04,1491480364.0,34.063528227,-118.35989864
97,SNAP0099.JPG,a man in a red shirt is eating a banana,6e-06,2017-04-06 12:06:34,1491480394.0,34.0635159782,-118.359907143
98,SNAP0100.JPG,a city street with a traffic light and a building .,1.1e-05,2017-04-06 12:07:04,1491480424.0,34.0635126696,-118.35991023
99,SNAP0101.JPG,a woman sitting on a bench talking on a cell phone .,0.000859,2017-04-06 12:07:34,1491480454.0,34.0635072626,-118.359914347
100,SNAP0102.JPG,a view of a building with a large window .,7e-06,2017-04-06 12:08:04,1491480484.0,34.0633836236,-118.359723841
101,SNAP0103.JPG,a room with a large window and a ceiling fan .,3e-06,2017-04-06 12:08:34,1491480514.0,34.063395334,-118.359411897
102,SNAP0104.JPG,a window with a reflection of a mirror in it,9e-06,2017-04-06 12:09:04,1491480544.0,34.0632818736,-118.359219669
103,SNAP0105.JPG,a group of people standing next to each other .,0.000334,2017-04-06 12:09:34,1491480574.0,34.063317898,-118.359107903
104,SNAP0106.JPG,a man riding a skateboard down a street .,0.015524,2017-04-06 12:10:04,1491480604.0,34.0633190796,-118.358746717
105,SNAP0107.JPG,a person laying on a bed in a room .,0.000372,2017-04-06 12:10:34,1491480634.0,34.0632206036,-118.358253762
106,SNAP0108.JPG,a man standing in a living room next to a couch .,0.0005,2017-04-06 12:11:04,1491480664.0,34.0632742386,-118.357980133
107,SNAP0109.JPG,a woman standing in front of a mirror holding a camera .,3.6e-05,2017-04-06 12:11:34,1491480694.0,34.063213864,-118.357991388
108,SNAP0110.JPG,a close up of a keyboard and a mouse,0.000639,2017-04-06 12:12:04,1491480724.0,34.0633172922,-118.358016148
109,SNAP0111.JPG,a car driving down a street next to a traffic light .,7.9e-05,2017-04-06 12:12:34,1491480754.0,34.0633399142,-118.357926449
110,SNAP0112.JPG,a close up of a clock on a wall,0.000306,2017-04-06 12:13:04,1491480784.0,34.0632603254,-118.357934074
111,SNAP0113.JPG,a room with a window and a window,1.9e-05,2017-04-06 12:13:34,1491480814.0,34.063139188,-118.357900572
112,SNAP0114.JPG,a man walking down a street next to a parking meter .,7.6e-05,2017-04-06 12:14:04,1491480844.0,34.063274021,-118.358074243
113,SNAP0115.JPG,a white refrigerator freezer sitting inside of a kitchen .,0.000186,2017-04-06 12:14:34,1491480874.0,34.0633336162,-118.357912521
114,SNAP0116.JPG,a close up of a mirror on a wall,0.00032,2017-04-06 12:15:04,1491480904.0,34.0633848872,-118.357980675
115,SNAP0117.JPG,a bathroom with a toilet and a shower .,0.00041,2017-04-06 12:15:34,1491480934.0,34.0634414624,-118.357883964
116,SNAP0118.JPG,a man holding a cell phone in his hand .,0.000473,2017-04-06 12:16:04,1491480964.0,34.0633461553,-118.358045803
117,SNAP0119.JPG,a man and a woman playing a video game .,0.001235,2017-04-06 12:16:34,1491480994.0,34.0632740835,-118.358036722
118,SNAP0120.JPG,a black and white image of a vase with flowers in it .,1.2e-05,2017-04-06 12:17:04,1491481024.0,34.0632020117,-118.35802764
119,SNAP0121.JPG,"a close up of a person ""s"" hand holding a pair of scissors .",3.6e-05,2017-04-06 12:17:34,1491481054.0,34.0631299399,-118.358018559
120,SNAP0122.JPG,a woman standing in front of a mirror in a room .,5e-05,2017-04-06 12:18:04,1491481084.0,34.063355031,-118.357907208
121,SNAP0123.JPG,a living room with a couch and a tv,0.000135,2017-04-06 12:18:34,1491481114.0,34.0634106282,-118.35778202
122,SNAP0124.JPG,a black and white photo of a bathroom .,0.000117,2017-04-06 12:19:04,1491481144.0,34.0634383306,-118.357894685
